,Time,User,Key/Agent,Message
2360,2020-05-31 18:33:15,shukrithis-ubuntu,systemd[1],' NetworkManager-dispatcher.service: Succeeded.\n'
2361,2020-05-31 18:34:33,shukrithis-ubuntu,systemd[1],' Started Run anacron jobs.\n'
2362,2020-05-31 18:34:34,shukrithis-ubuntu,systemd[1],' anacron.service: Succeeded.\n'
2363,2020-05-31 18:46:47,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'net.reactivated.Fprint\' unit=\'fprintd.service\' requested by \':1.314\' (uid=1000 pid=2561 comm=""/usr/bin/gnome-shell "" label=""unconfined"")\n'"
2364,2020-05-31 18:46:48,shukrithis-ubuntu,systemd[1],' Starting Fingerprint Authentication Daemon...\n'
2365,2020-05-31 18:46:48,shukrithis-ubuntu,systemd[1],' Started Fingerprint Authentication Daemon.\n'
2366,2020-05-31 18:47:18,shukrithis-ubuntu,systemd[1],' fprintd.service: Succeeded.\n'
2367,2020-05-31 19:04:55,shukrithis-ubuntu,systemd[1],' Starting Network Manager Script Dispatcher Service...\n'
2368,2020-05-31 19:04:55,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.nm_dispatcher\' unit=\'dbus-org.freedesktop.nm-dispatcher.service\' requested by \':1.12\' (uid=0 pid=1012 comm=""/usr/sbin/NetworkManager --no-daemon "" label=""unconfined"")\n'"
2369,2020-05-31 19:04:55,shukrithis-ubuntu,systemd[1],' Started Network Manager Script Dispatcher Service.\n'
2370,2020-05-31 19:05:05,shukrithis-ubuntu,systemd[1],' NetworkManager-dispatcher.service: Succeeded.\n'
2371,2020-05-31 19:23:26,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'net.reactivated.Fprint\' unit=\'fprintd.service\' requested by \':1.314\' (uid=1000 pid=2561 comm=""/usr/bin/gnome-shell "" label=""unconfined"")\n'"
2372,2020-05-31 19:23:26,shukrithis-ubuntu,systemd[1],' Starting Fingerprint Authentication Daemon...\n'
2373,2020-05-31 19:23:26,shukrithis-ubuntu,systemd[1],' Started Fingerprint Authentication Daemon.\n'
2374,2020-05-31 19:23:33,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
2375,2020-05-31 19:23:33,shukrithis-ubuntu,systemd[1],' apport-autoreport.service: Succeeded.\n'
2376,2020-05-31 19:23:33,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
2377,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],"' gnome-shell-x11.service: Main process exited, code=dumped, status=5/TRAP\n'"
2378,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
2379,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],""" gnome-shell-x11.service: Failed with result 'core-dump'.\n"""
2380,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],"' gnome-shell-x11.service: Service has no hold-off time (RestartSec=0), scheduling restart.\n'"
2381,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],"' gnome-shell-x11.service: Scheduled restart job, restart counter is at 1.\n'"
2382,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopped target GNOME X11 Session (session: ubuntu).\n'
2383,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopping GNOME X11 Session (session: ubuntu).\n'
2384,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopped target GNOME X11 Session.\n'
2385,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopping GNOME X11 Session.\n'
2386,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopped target GNOME Shell on X11.\n'
2387,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopping GNOME Shell on X11.\n'
2388,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Stopped GNOME Shell on X11.\n'
2389,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[2318],' Starting GNOME Shell on X11...\n'
2390,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[1],' apport-autoreport.service: Succeeded.\n'
2391,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
2392,2020-05-31 19:23:49,shukrithis-ubuntu,dbus-daemon[2347],"' [session uid=1000 pid=2347] Activating via systemd: service name=\'org.freedesktop.Tracker1\' unit=\'tracker-store.service\' requested by \':1.82\' (uid=1000 pid=2746 comm=""/usr/lib/tracker/tracker-miner-fs "" label=""unconfined"")\n'"
2393,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[2318],' Starting Tracker metadata database store and lookup manager...\n'
2394,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
2395,2020-05-31 19:23:50,shukrithis-ubuntu,systemd[2318],' Started Tracker metadata database store and lookup manager.\n'
2396,2020-05-31 19:23:50,shukrithis-ubuntu,dbus-daemon[2347],"' [session uid=1000 pid=2347] Activating via systemd: service name=\'org.freedesktop.Tracker1.Miner.Extract\' unit=\'tracker-extract.service\' requested by \':1.82\' (uid=1000 pid=2746 comm=""/usr/lib/tracker/tracker-miner-fs "" label=""unconfined"")\n'"
2397,2020-05-31 19:23:50,shukrithis-ubuntu,systemd[2318],' Starting Tracker metadata extractor...\n'
2398,2020-05-31 19:23:50,shukrithis-ubuntu,systemd[2318],' Started Tracker metadata extractor.\n'
2399,2020-05-31 19:23:56,shukrithis-ubuntu,systemd[1],' fprintd.service: Succeeded.\n'
2400,2020-05-31 19:24:00,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.GeoClue2\' unit=\'geoclue.service\' requested by \':1.4844\' (uid=1000 pid=15636 comm=""/usr/bin/gnome-shell "" label=""unconfined"")\n'"
2401,2020-05-31 19:24:00,shukrithis-ubuntu,systemd[1],' Starting Location Lookup Service...\n'
2402,2020-05-31 19:24:00,shukrithis-ubuntu,systemd[1],' Started Location Lookup Service.\n'
2403,2020-05-31 19:24:00,shukrithis-ubuntu,systemd[2318],' tracker-extract.service: Succeeded.\n'
2404,2020-05-31 19:24:00,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.PackageKit\' unit=\'packagekit.service\' requested by \':1.4844\' (uid=1000 pid=15636 comm=""/usr/bin/gnome-shell "" label=""unconfined"")\n'"
2405,2020-05-31 19:24:00,shukrithis-ubuntu,systemd[1],' Starting PackageKit Daemon...\n'
2406,2020-05-31 19:24:01,shukrithis-ubuntu,systemd[1],' Started PackageKit Daemon.\n'
2407,2020-05-31 19:24:08,shukrithis-ubuntu,dbus-daemon[2347],"' [session uid=1000 pid=2347] Activating via systemd: service name=\'org.freedesktop.Tracker1.Miner.Extract\' unit=\'tracker-extract.service\' requested by \':1.82\' (uid=1000 pid=2746 comm=""/usr/lib/tracker/tracker-miner-fs "" label=""unconfined"")\n'"
