,Time,User,Key/Agent,Message
96,2020-05-31 21:36:00,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/213600.693082:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
97,2020-05-31 21:38:11,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/213811.204388:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
98,2020-05-31 23:08:19,shukrithis-ubuntu,code.desktop[15636],' [23616:0531/230819.795893:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
99,2020-05-31 23:08:24,shukrithis-ubuntu,code.desktop[15636],' [23616:0531/230824.291261:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
100,2020-05-31 23:08:34,shukrithis-ubuntu,gnome-shell[15636],' [23783:0531/230834.538215:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
101,2020-05-31 23:08:37,shukrithis-ubuntu,gnome-shell[15636],' [23783:0531/230837.534944:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
102,2020-05-31 23:29:08,shukrithis-ubuntu,gnome-shell[15636],' [23783:0531/232908.782084:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
103,2020-05-31 23:34:48,shukrithis-ubuntu,gnome-shell[15636],' [23783:0531/233448.872196:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
104,2020-06-01 00:33:59,shukrithis-ubuntu,gnome-shell[15636],' [27042:0601/003359.139124:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
105,2020-06-01 00:34:02,shukrithis-ubuntu,gnome-shell[15636],' [27042:0601/003402.148351:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
106,2020-06-01 00:43:06,shukrithis-ubuntu,gnome-shell[15636],' [27042:0601/004306.662787:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
